,index,Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,total_sales
3642,3653,180059,27in FHD Monitor,1,149.99,04/17/19 20:36,"315 Ridge St, Portland, OR 97035",149.99
3643,3654,180060,20in Monitor,1,109.99,04/17/19 19:27,"237 12th St, New York City, NY 10001",109.99
3644,3655,180061,Wired Headphones,1,11.99,04/12/19 11:24,"642 Jackson St, Los Angeles, CA 90001",11.99
3645,3656,180062,AA Batteries (4-pack),1,3.84,04/08/19 12:01,"360 Forest St, San Francisco, CA 94016",3.84
3646,3657,180063,27in 4K Gaming Monitor,1,389.99,04/29/19 12:48,"450 Hill St, New York City, NY 10001",389.99
3647,3658,180064,iPhone,1,700,04/07/19 05:39,"910 Lakeview St, San Francisco, CA 94016",700.0
3648,3659,180065,Lightning Charging Cable,1,14.95,04/06/19 14:26,"237 Spruce St, New York City, NY 10001",14.95
3649,3660,180066,USB-C Charging Cable,1,11.95,04/19/19 23:05,"509 Cherry St, Atlanta, GA 30301",11.95
3650,3661,180067,27in 4K Gaming Monitor,1,389.99,04/16/19 14:52,"290 Lincoln St, New York City, NY 10001",389.99
3651,3662,180068,AAA Batteries (4-pack),1,2.99,04/21/19 13:06,"970 Pine St, Seattle, WA 98101",2.99
3652,3663,180069,27in FHD Monitor,1,149.99,04/23/19 19:15,"210 Jackson St, Los Angeles, CA 90001",149.99
3653,3664,180070,USB-C Charging Cable,1,11.95,04/27/19 21:54,"398 Spruce St, Los Angeles, CA 90001",11.95
3654,3665,180071,Apple Airpods Headphones,1,150,04/25/19 19:02,"941 Cherry St, New York City, NY 10001",150.0
3655,3666,180072,Macbook Pro Laptop,1,1700,04/17/19 20:35,"769 Willow St, Los Angeles, CA 90001",1700.0
3656,3667,180073,AA Batteries (4-pack),1,3.84,04/21/19 14:37,"800 Jefferson St, Los Angeles, CA 90001",3.84
3657,3668,180074,20in Monitor,1,109.99,04/08/19 18:02,"810 Sunset St, Dallas, TX 75001",109.99
3658,3669,180075,Lightning Charging Cable,1,14.95,04/09/19 20:00,"803 7th St, San Francisco, CA 94016",14.95
3659,3670,180076,Bose SoundSport Headphones,2,99.99,04/07/19 10:53,"204 Hill St, Austin, TX 73301",199.98
3660,3671,180077,Bose SoundSport Headphones,1,99.99,04/23/19 21:07,"135 Meadow St, Boston, MA 02215",99.99
3661,3672,180078,Macbook Pro Laptop,1,1700,04/24/19 16:40,"548 Meadow St, Dallas, TX 75001",1700.0
3662,3673,180079,Google Phone,1,600,04/12/19 10:48,"138 7th St, San Francisco, CA 94016",600.0
3663,3674,180080,34in Ultrawide Monitor,1,379.99,04/12/19 17:03,"386 Walnut St, Los Angeles, CA 90001",379.99
3664,3675,180081,USB-C Charging Cable,1,11.95,04/16/19 11:57,"184 Washington St, Los Angeles, CA 90001",11.95
3665,3676,180082,LG Dryer,1,600.0,04/14/19 08:35,"886 Pine St, Los Angeles, CA 90001",600.0
3666,3677,180083,AAA Batteries (4-pack),1,2.99,04/13/19 20:47,"738 Jackson St, New York City, NY 10001",2.99
3667,3678,180084,Vareebadd Phone,1,400,04/16/19 23:44,"859 1st St, San Francisco, CA 94016",400.0
3668,3679,180085,iPhone,1,700,04/16/19 08:49,"857 Walnut St, Boston, MA 02215",700.0
3669,3680,180086,USB-C Charging Cable,1,11.95,04/07/19 17:01,"9 8th St, New York City, NY 10001",11.95
3670,3681,180087,Lightning Charging Cable,1,14.95,04/07/19 07:29,"945 Madison St, Boston, MA 02215",14.95
3671,3682,180088,Apple Airpods Headphones,1,150,04/01/19 17:45,"674 North St, Los Angeles, CA 90001",150.0
3672,3683,180089,AAA Batteries (4-pack),1,2.99,04/08/19 15:57,"790 Park St, Los Angeles, CA 90001",2.99
3673,3684,180090,AAA Batteries (4-pack),1,2.99,04/24/19 16:25,"870 Wilson St, Los Angeles, CA 90001",2.99
3674,3685,180091,iPhone,1,700,04/28/19 20:03,"602 Main St, Los Angeles, CA 90001",700.0
3675,3686,180092,Wired Headphones,1,11.99,04/23/19 10:33,"177 Jefferson St, New York City, NY 10001",11.99
3676,3687,180093,AA Batteries (4-pack),1,3.84,04/05/19 21:41,"299 North St, Austin, TX 73301",3.84
3677,3688,180094,LG Washing Machine,1,600.0,04/06/19 01:05,"470 Madison St, New York City, NY 10001",600.0
3678,3689,180095,Bose SoundSport Headphones,1,99.99,04/16/19 13:24,"144 Lakeview St, New York City, NY 10001",99.99
3679,3690,180096,Bose SoundSport Headphones,1,99.99,04/10/19 08:38,"891 Hill St, San Francisco, CA 94016",99.99
3680,3691,180097,20in Monitor,2,109.99,04/25/19 22:40,"47 7th St, Seattle, WA 98101",219.98
3681,3692,180098,20in Monitor,1,109.99,04/12/19 10:23,"122 Forest St, Portland, OR 97035",109.99
3682,3693,180099,ThinkPad Laptop,1,999.99,04/11/19 16:49,"696 North St, New York City, NY 10001",999.99
3683,3694,180100,Apple Airpods Headphones,1,150,04/21/19 01:38,"243 Walnut St, Los Angeles, CA 90001",150.0
3684,3695,180101,Bose SoundSport Headphones,1,99.99,04/20/19 15:51,"289 10th St, Portland, OR 97035",99.99
3685,3696,180102,USB-C Charging Cable,1,11.95,04/21/19 13:57,"123 Cherry St, San Francisco, CA 94016",11.95
3686,3697,180103,27in 4K Gaming Monitor,1,389.99,04/05/19 23:57,"214 12th St, Atlanta, GA 30301",389.99
3687,3698,180104,AA Batteries (4-pack),1,3.84,04/05/19 12:59,"558 12th St, Austin, TX 73301",3.84
3688,3699,180105,AAA Batteries (4-pack),1,2.99,04/01/19 17:02,"312 Main St, Dallas, TX 75001",2.99
3689,3700,180106,Bose SoundSport Headphones,1,99.99,04/06/19 19:54,"441 Maple St, San Francisco, CA 94016",99.99
3690,3701,180107,AAA Batteries (4-pack),1,2.99,04/13/19 08:48,"881 Walnut St, Boston, MA 02215",2.99
3691,3702,180108,Bose SoundSport Headphones,1,99.99,04/12/19 13:56,"789 Center St, Atlanta, GA 30301",99.99
3692,3703,180108,AA Batteries (4-pack),4,3.84,04/12/19 13:56,"789 Center St, Atlanta, GA 30301",15.36
3693,3704,180109,Wired Headphones,1,11.99,04/20/19 19:43,"939 Elm St, Austin, TX 73301",11.99
3694,3705,180110,Macbook Pro Laptop,1,1700,04/16/19 17:52,"962 4th St, Seattle, WA 98101",1700.0
3695,3706,180111,AA Batteries (4-pack),2,3.84,04/15/19 10:37,"280 Willow St, San Francisco, CA 94016",7.68
3696,3707,180112,Bose SoundSport Headphones,1,99.99,04/03/19 10:34,"926 North St, Portland, ME 04101",99.99
3697,3708,180113,AAA Batteries (4-pack),1,2.99,04/13/19 09:14,"139 Cedar St, Dallas, TX 75001",2.99
3698,3709,180114,27in FHD Monitor,1,149.99,04/12/19 20:55,"870 2nd St, Atlanta, GA 30301",149.99
3699,3710,180115,Bose SoundSport Headphones,1,99.99,04/09/19 14:49,"829 Forest St, New York City, NY 10001",99.99
3700,3711,180116,Apple Airpods Headphones,1,150,04/08/19 11:11,"329 Willow St, New York City, NY 10001",150.0
3701,3712,180117,Macbook Pro Laptop,1,1700,04/30/19 20:06,"40 Elm St, San Francisco, CA 94016",1700.0
3702,3713,180118,Bose SoundSport Headphones,1,99.99,04/11/19 03:33,"415 5th St, Boston, MA 02215",99.99
3703,3714,180119,ThinkPad Laptop,1,999.99,04/26/19 09:24,"846 Elm St, San Francisco, CA 94016",999.99
3704,3715,180120,AA Batteries (4-pack),1,3.84,04/25/19 19:27,"732 Highland St, Atlanta, GA 30301",3.84
3705,3716,180121,Lightning Charging Cable,1,14.95,04/30/19 18:54,"368 12th St, San Francisco, CA 94016",14.95
3706,3717,180122,AAA Batteries (4-pack),1,2.99,04/10/19 17:13,"905 River St, San Francisco, CA 94016",2.99
3707,3718,180123,Wired Headphones,1,11.99,04/09/19 09:43,"919 5th St, San Francisco, CA 94016",11.99
3708,3719,180124,Wired Headphones,1,11.99,04/12/19 01:48,"486 North St, Seattle, WA 98101",11.99
3709,3720,180125,AA Batteries (4-pack),1,3.84,04/07/19 15:18,"880 Sunset St, Atlanta, GA 30301",3.84
3710,3721,180126,Lightning Charging Cable,1,14.95,04/16/19 00:59,"872 11th St, Los Angeles, CA 90001",14.95
3711,3722,180127,LG Washing Machine,1,600.0,04/23/19 09:34,"927 Jackson St, Los Angeles, CA 90001",600.0
3712,3723,180128,Apple Airpods Headphones,1,150,04/14/19 23:22,"452 14th St, Austin, TX 73301",150.0
3713,3724,180129,Google Phone,1,600,04/14/19 17:43,"274 Center St, Portland, OR 97035",600.0
3714,3725,180130,Bose SoundSport Headphones,1,99.99,04/21/19 12:17,"202 Hickory St, Dallas, TX 75001",99.99
3715,3726,180131,Apple Airpods Headphones,1,150,04/30/19 15:07,"48 Hill St, Atlanta, GA 30301",150.0
3716,3727,180132,Apple Airpods Headphones,1,150,04/21/19 08:11,"413 Wilson St, San Francisco, CA 94016",150.0
3717,3728,180133,iPhone,1,700,04/02/19 13:20,"941 8th St, Dallas, TX 75001",700.0
3718,3729,180134,Wired Headphones,1,11.99,04/11/19 23:14,"218 1st St, San Francisco, CA 94016",11.99
3719,3730,180135,Google Phone,1,600,04/13/19 14:46,"334 1st St, Seattle, WA 98101",600.0
3720,3731,180135,Wired Headphones,1,11.99,04/13/19 14:46,"334 1st St, Seattle, WA 98101",11.99
3721,3732,180136,USB-C Charging Cable,1,11.95,04/02/19 15:17,"435 Dogwood St, Portland, OR 97035",11.95
3722,3733,180137,Flatscreen TV,1,300,04/26/19 12:02,"664 Ridge St, Austin, TX 73301",300.0
3723,3734,180138,USB-C Charging Cable,1,11.95,04/09/19 19:22,"123 Dogwood St, New York City, NY 10001",11.95
3724,3735,180139,USB-C Charging Cable,1,11.95,04/19/19 19:28,"500 Highland St, New York City, NY 10001",11.95
3725,3736,180140,AA Batteries (4-pack),3,3.84,04/02/19 05:55,"456 8th St, Los Angeles, CA 90001",11.52
3726,3737,180141,Apple Airpods Headphones,1,150,04/25/19 10:33,"776 Maple St, Portland, OR 97035",150.0
3727,3738,180142,AAA Batteries (4-pack),1,2.99,04/21/19 19:50,"913 8th St, Seattle, WA 98101",2.99
3728,3739,180143,27in FHD Monitor,1,149.99,04/22/19 12:49,"629 7th St, New York City, NY 10001",149.99
3729,3740,180144,27in 4K Gaming Monitor,1,389.99,04/17/19 10:05,"608 West St, San Francisco, CA 94016",389.99
3730,3741,180145,Apple Airpods Headphones,1,150,04/13/19 12:24,"361 Lincoln St, San Francisco, CA 94016",150.0
3731,3742,180146,iPhone,1,700,04/11/19 17:48,"937 Jefferson St, Boston, MA 02215",700.0
3732,3743,180147,Google Phone,1,600,04/15/19 23:54,"296 7th St, Atlanta, GA 30301",600.0
3733,3744,180148,Lightning Charging Cable,1,14.95,04/21/19 19:28,"699 Maple St, Portland, OR 97035",14.95
3734,3745,180149,Lightning Charging Cable,1,14.95,04/17/19 18:50,"304 2nd St, New York City, NY 10001",14.95
3735,3746,180150,34in Ultrawide Monitor,1,379.99,04/14/19 15:11,"632 Lakeview St, Los Angeles, CA 90001",379.99
3736,3747,180151,AAA Batteries (4-pack),2,2.99,04/05/19 13:13,"491 Washington St, San Francisco, CA 94016",5.98
3737,3748,180152,USB-C Charging Cable,1,11.95,04/14/19 18:34,"110 Johnson St, Seattle, WA 98101",11.95
3738,3749,180153,Lightning Charging Cable,2,14.95,04/29/19 19:38,"892 Highland St, Seattle, WA 98101",29.9
3739,3750,180154,34in Ultrawide Monitor,1,379.99,04/20/19 10:55,"475 4th St, Austin, TX 73301",379.99
3740,3751,180155,Lightning Charging Cable,2,14.95,04/09/19 01:19,"408 9th St, New York City, NY 10001",29.9
3741,3752,180156,Wired Headphones,1,11.99,04/08/19 12:41,"362 Forest St, New York City, NY 10001",11.99
3742,3753,180157,Google Phone,1,600,04/03/19 20:57,"156 Sunset St, New York City, NY 10001",600.0
3743,3754,180158,Vareebadd Phone,1,400,04/10/19 16:01,"129 Sunset St, San Francisco, CA 94016",400.0
3744,3755,180159,Apple Airpods Headphones,1,150,04/26/19 14:41,"367 5th St, San Francisco, CA 94016",150.0
3745,3756,180160,AAA Batteries (4-pack),3,2.99,04/18/19 15:55,"127 Main St, Los Angeles, CA 90001",8.97
3746,3757,180161,USB-C Charging Cable,1,11.95,04/16/19 07:56,"598 Meadow St, Boston, MA 02215",11.95
3747,3758,180161,ThinkPad Laptop,1,999.99,04/16/19 07:56,"598 Meadow St, Boston, MA 02215",999.99
3748,3759,180162,AAA Batteries (4-pack),1,2.99,04/06/19 20:53,"55 Park St, Seattle, WA 98101",2.99
3749,3760,180163,Apple Airpods Headphones,1,150,04/10/19 21:47,"640 Ridge St, San Francisco, CA 94016",150.0
3750,3761,180164,27in 4K Gaming Monitor,1,389.99,04/03/19 11:36,"4 Lincoln St, Boston, MA 02215",389.99
3751,3762,180165,Wired Headphones,1,11.99,04/16/19 19:51,"623 Johnson St, Atlanta, GA 30301",11.99
3752,3763,180166,AA Batteries (4-pack),1,3.84,04/24/19 20:20,"285 Forest St, Los Angeles, CA 90001",3.84
3753,3764,180167,USB-C Charging Cable,1,11.95,04/30/19 16:52,"645 Ridge St, San Francisco, CA 94016",11.95
3754,3765,180168,AAA Batteries (4-pack),3,2.99,04/07/19 18:42,"798 Cherry St, Portland, OR 97035",8.97
3755,3766,180169,Lightning Charging Cable,2,14.95,04/17/19 12:31,"335 4th St, Boston, MA 02215",29.9
3756,3767,180170,Wired Headphones,1,11.99,04/07/19 14:02,"103 Maple St, Seattle, WA 98101",11.99
3757,3768,180171,ThinkPad Laptop,1,999.99,04/01/19 12:31,"128 Park St, San Francisco, CA 94016",999.99
3758,3769,180172,AAA Batteries (4-pack),2,2.99,04/27/19 21:07,"580 12th St, San Francisco, CA 94016",5.98
3759,3770,180173,AA Batteries (4-pack),1,3.84,04/28/19 15:01,"904 Johnson St, Boston, MA 02215",3.84
3760,3771,180174,AAA Batteries (4-pack),1,2.99,04/28/19 15:42,"923 Adams St, Los Angeles, CA 90001",2.99
3761,3772,180175,Apple Airpods Headphones,1,150,04/27/19 20:35,"436 Lake St, Los Angeles, CA 90001",150.0
3762,3773,180176,Macbook Pro Laptop,1,1700,04/15/19 00:05,"25 Adams St, San Francisco, CA 94016",1700.0
3763,3774,180177,Bose SoundSport Headphones,1,99.99,04/09/19 21:39,"919 Chestnut St, San Francisco, CA 94016",99.99
3764,3775,180178,Wired Headphones,1,11.99,04/07/19 19:16,"595 Lincoln St, San Francisco, CA 94016",11.99
3765,3776,180179,Bose SoundSport Headphones,1,99.99,04/13/19 23:44,"441 North St, San Francisco, CA 94016",99.99
3766,3777,180180,AAA Batteries (4-pack),1,2.99,04/20/19 09:36,"438 Spruce St, Atlanta, GA 30301",2.99
3767,3778,180181,Lightning Charging Cable,1,14.95,04/30/19 17:56,"229 River St, Atlanta, GA 30301",14.95
3768,3779,180182,USB-C Charging Cable,1,11.95,04/08/19 21:20,"70 Dogwood St, Seattle, WA 98101",11.95
3769,3780,180183,USB-C Charging Cable,1,11.95,04/17/19 18:01,"400 Willow St, New York City, NY 10001",11.95
3770,3781,180184,USB-C Charging Cable,1,11.95,04/16/19 09:57,"397 Lakeview St, New York City, NY 10001",11.95
3771,3782,180185,AA Batteries (4-pack),2,3.84,04/06/19 17:21,"876 Pine St, Boston, MA 02215",7.68
3772,3783,180186,Lightning Charging Cable,1,14.95,04/22/19 17:47,"532 Elm St, Los Angeles, CA 90001",14.95
3773,3784,180187,AA Batteries (4-pack),1,3.84,04/15/19 15:32,"926 North St, New York City, NY 10001",3.84
3774,3785,180188,USB-C Charging Cable,1,11.95,04/12/19 15:41,"833 7th St, New York City, NY 10001",11.95
3775,3786,180189,Bose SoundSport Headphones,1,99.99,04/14/19 23:50,"802 2nd St, Los Angeles, CA 90001",99.99
3776,3787,180190,Flatscreen TV,1,300,04/24/19 13:21,"826 Maple St, San Francisco, CA 94016",300.0
3777,3788,180191,Lightning Charging Cable,1,14.95,04/18/19 23:52,"443 Johnson St, Los Angeles, CA 90001",14.95
3778,3789,180192,Macbook Pro Laptop,1,1700,04/01/19 12:55,"732 Lakeview St, Boston, MA 02215",1700.0
3779,3790,180193,USB-C Charging Cable,1,11.95,04/02/19 10:38,"290 7th St, Boston, MA 02215",11.95
3780,3791,180194,Apple Airpods Headphones,1,150,04/28/19 19:00,"527 Adams St, Atlanta, GA 30301",150.0
3781,3792,180195,AAA Batteries (4-pack),1,2.99,04/21/19 09:36,"163 2nd St, New York City, NY 10001",2.99
3782,3793,180196,Wired Headphones,1,11.99,04/14/19 10:02,"86 Lincoln St, Los Angeles, CA 90001",11.99
3783,3794,180197,AA Batteries (4-pack),1,3.84,04/22/19 10:15,"954 River St, Seattle, WA 98101",3.84
3784,3795,180198,USB-C Charging Cable,1,11.95,04/08/19 20:25,"486 Forest St, Los Angeles, CA 90001",11.95
3785,3796,180199,ThinkPad Laptop,1,999.99,04/06/19 14:40,"254 River St, San Francisco, CA 94016",999.99
3786,3797,180200,Wired Headphones,1,11.99,04/21/19 23:30,"565 13th St, New York City, NY 10001",11.99
3787,3798,180201,Bose SoundSport Headphones,1,99.99,04/13/19 21:50,"777 Pine St, Atlanta, GA 30301",99.99
3788,3799,180202,Lightning Charging Cable,1,14.95,04/10/19 20:34,"939 Lakeview St, Los Angeles, CA 90001",14.95
3789,3800,180203,Apple Airpods Headphones,1,150,04/07/19 13:46,"876 River St, San Francisco, CA 94016",150.0
3790,3801,180204,AA Batteries (4-pack),1,3.84,04/24/19 16:38,"258 North St, Los Angeles, CA 90001",3.84
3791,3802,180205,Lightning Charging Cable,1,14.95,04/14/19 09:59,"677 North St, Portland, OR 97035",14.95
3792,3803,180206,iPhone,1,700,04/02/19 08:43,"274 River St, San Francisco, CA 94016",700.0
3793,3804,180207,Apple Airpods Headphones,1,150,04/13/19 01:46,"196 7th St, Los Angeles, CA 90001",150.0
3794,3805,180207,Apple Airpods Headphones,1,150,04/13/19 01:46,"196 7th St, Los Angeles, CA 90001",150.0
3795,3806,180208,Macbook Pro Laptop,1,1700,04/04/19 12:19,"800 Center St, New York City, NY 10001",1700.0
3796,3807,180209,USB-C Charging Cable,1,11.95,04/15/19 16:32,"51 Hickory St, New York City, NY 10001",11.95
3797,3808,180210,Wired Headphones,1,11.99,04/14/19 12:24,"91 7th St, New York City, NY 10001",11.99
3798,3809,180211,Lightning Charging Cable,1,14.95,04/03/19 18:58,"787 Lincoln St, Los Angeles, CA 90001",14.95
3799,3810,180212,Flatscreen TV,1,300,04/30/19 09:45,"657 13th St, Los Angeles, CA 90001",300.0
3800,3811,180213,27in FHD Monitor,1,149.99,04/18/19 19:32,"161 Washington St, Boston, MA 02215",149.99
3801,3812,180213,AAA Batteries (4-pack),1,2.99,04/18/19 19:32,"161 Washington St, Boston, MA 02215",2.99
3802,3813,180214,USB-C Charging Cable,1,11.95,04/19/19 14:03,"243 Forest St, New York City, NY 10001",11.95
3803,3814,180215,27in 4K Gaming Monitor,1,389.99,04/18/19 11:29,"696 Lake St, Los Angeles, CA 90001",389.99
3804,3815,180216,AA Batteries (4-pack),1,3.84,04/16/19 20:51,"673 River St, San Francisco, CA 94016",3.84
3805,3816,180217,AA Batteries (4-pack),2,3.84,04/28/19 23:26,"226 12th St, Los Angeles, CA 90001",7.68
3806,3817,180218,20in Monitor,1,109.99,04/13/19 11:30,"605 River St, Portland, ME 04101",109.99
3807,3818,180219,AA Batteries (4-pack),1,3.84,04/27/19 23:32,"593 Sunset St, San Francisco, CA 94016",3.84
3808,3819,180220,Lightning Charging Cable,1,14.95,04/25/19 12:00,"642 Spruce St, Seattle, WA 98101",14.95
3809,3820,180221,Bose SoundSport Headphones,1,99.99,04/01/19 08:00,"789 7th St, Los Angeles, CA 90001",99.99
3810,3821,180222,Flatscreen TV,1,300,04/16/19 15:26,"71 Ridge St, San Francisco, CA 94016",300.0
3811,3822,180223,27in FHD Monitor,1,149.99,04/04/19 21:03,"352 10th St, Seattle, WA 98101",149.99
3812,3823,180224,Wired Headphones,2,11.99,04/11/19 13:41,"522 Hickory St, Los Angeles, CA 90001",23.98
3813,3824,180225,Lightning Charging Cable,1,14.95,04/21/19 20:19,"825 Highland St, San Francisco, CA 94016",14.95
3814,3825,180226,USB-C Charging Cable,1,11.95,04/07/19 14:52,"126 Highland St, San Francisco, CA 94016",11.95
3815,3826,180227,USB-C Charging Cable,3,11.95,04/04/19 10:52,"149 8th St, New York City, NY 10001",35.849999999999994
3816,3827,180227,Bose SoundSport Headphones,1,99.99,04/04/19 10:52,"149 8th St, New York City, NY 10001",99.99
3817,3828,180228,AAA Batteries (4-pack),1,2.99,04/30/19 18:32,"567 Walnut St, Atlanta, GA 30301",2.99
3818,3829,180229,AA Batteries (4-pack),1,3.84,04/13/19 15:33,"66 Jackson St, Boston, MA 02215",3.84
3819,3830,180230,USB-C Charging Cable,1,11.95,04/01/19 19:53,"846 River St, Atlanta, GA 30301",11.95
3820,3831,180231,27in FHD Monitor,1,149.99,04/27/19 12:24,"221 2nd St, Los Angeles, CA 90001",149.99
3821,3832,180232,USB-C Charging Cable,1,11.95,04/08/19 13:47,"311 5th St, Dallas, TX 75001",11.95
3822,3833,180233,Wired Headphones,1,11.99,04/06/19 13:37,"779 7th St, New York City, NY 10001",11.99
3823,3834,180234,Flatscreen TV,1,300,04/09/19 12:22,"742 Cedar St, Los Angeles, CA 90001",300.0
3824,3835,180235,27in 4K Gaming Monitor,1,389.99,04/15/19 19:16,"699 Lake St, New York City, NY 10001",389.99
3825,3836,180236,iPhone,1,700,04/11/19 19:13,"173 Pine St, Austin, TX 73301",700.0
3826,3837,180237,iPhone,1,700,04/18/19 12:35,"746 1st St, Seattle, WA 98101",700.0
3827,3838,180237,AAA Batteries (4-pack),1,2.99,04/18/19 12:35,"746 1st St, Seattle, WA 98101",2.99
3828,3839,180238,34in Ultrawide Monitor,1,379.99,04/25/19 20:17,"722 Lake St, San Francisco, CA 94016",379.99
3829,3840,180239,27in FHD Monitor,1,149.99,04/23/19 19:02,"169 Ridge St, Boston, MA 02215",149.99
3830,3841,180240,Vareebadd Phone,1,400,04/07/19 11:30,"931 Hill St, San Francisco, CA 94016",400.0
3831,3842,180241,27in 4K Gaming Monitor,1,389.99,04/08/19 13:46,"70 12th St, Dallas, TX 75001",389.99
3832,3843,180242,USB-C Charging Cable,1,11.95,04/22/19 12:17,"833 Church St, Dallas, TX 75001",11.95
3833,3844,180243,AA Batteries (4-pack),3,3.84,04/27/19 01:33,"381 6th St, Dallas, TX 75001",11.52
3834,3845,180244,Bose SoundSport Headphones,1,99.99,04/30/19 14:37,"721 13th St, Dallas, TX 75001",99.99
3835,3846,180245,20in Monitor,1,109.99,04/29/19 18:54,"593 North St, Boston, MA 02215",109.99
3836,3847,180246,AAA Batteries (4-pack),2,2.99,04/02/19 00:23,"879 Main St, San Francisco, CA 94016",5.98
3837,3848,180247,USB-C Charging Cable,1,11.95,04/09/19 11:56,"200 Pine St, Seattle, WA 98101",11.95
3838,3849,180248,AA Batteries (4-pack),1,3.84,04/18/19 20:33,"262 South St, Atlanta, GA 30301",3.84
3839,3850,180249,AA Batteries (4-pack),1,3.84,04/29/19 11:53,"732 Dogwood St, New York City, NY 10001",3.84
3840,3851,180250,Wired Headphones,1,11.99,04/17/19 10:07,"419 Maple St, New York City, NY 10001",11.99
3841,3852,180251,Lightning Charging Cable,2,14.95,04/26/19 15:23,"204 1st St, Portland, OR 97035",29.9
3842,3853,180252,Flatscreen TV,1,300,04/07/19 10:57,"193 Center St, San Francisco, CA 94016",300.0
3843,3854,180253,Lightning Charging Cable,1,14.95,04/07/19 22:05,"453 9th St, Los Angeles, CA 90001",14.95
3844,3855,180254,27in 4K Gaming Monitor,1,389.99,04/16/19 22:04,"309 Center St, Boston, MA 02215",389.99
3845,3856,180255,Bose SoundSport Headphones,1,99.99,04/23/19 10:23,"507 Dogwood St, New York City, NY 10001",99.99
3846,3857,180256,Flatscreen TV,1,300,04/04/19 11:31,"705 River St, Los Angeles, CA 90001",300.0
3847,3858,180257,Apple Airpods Headphones,1,150,04/25/19 00:02,"527 Willow St, New York City, NY 10001",150.0
3848,3859,180258,Wired Headphones,1,11.99,04/16/19 17:25,"578 5th St, Atlanta, GA 30301",11.99
3849,3860,180259,27in FHD Monitor,1,149.99,04/22/19 21:12,"712 Lake St, New York City, NY 10001",149.99
3850,3861,180260,AA Batteries (4-pack),1,3.84,04/15/19 11:30,"614 8th St, New York City, NY 10001",3.84
3851,3862,180261,AAA Batteries (4-pack),1,2.99,04/18/19 15:20,"226 Main St, San Francisco, CA 94016",2.99
3852,3863,180262,USB-C Charging Cable,1,11.95,04/30/19 17:38,"403 Johnson St, Seattle, WA 98101",11.95
3853,3864,180263,Apple Airpods Headphones,1,150,04/27/19 19:21,"806 9th St, New York City, NY 10001",150.0
3854,3865,180264,Bose SoundSport Headphones,1,99.99,04/14/19 18:19,"416 8th St, New York City, NY 10001",99.99
3855,3866,180265,AA Batteries (4-pack),3,3.84,04/27/19 14:02,"275 Willow St, Atlanta, GA 30301",11.52
3856,3867,180266,Flatscreen TV,1,300,04/24/19 12:14,"525 Sunset St, New York City, NY 10001",300.0
3857,3868,180267,Flatscreen TV,1,300,04/10/19 18:15,"784 Lake St, Boston, MA 02215",300.0
3858,3869,180268,Wired Headphones,1,11.99,04/14/19 13:14,"278 1st St, Boston, MA 02215",11.99
3859,3870,180269,Lightning Charging Cable,1,14.95,04/05/19 22:32,"888 9th St, Austin, TX 73301",14.95
3860,3871,180270,Lightning Charging Cable,1,14.95,04/06/19 15:27,"737 Wilson St, Seattle, WA 98101",14.95
3861,3872,180271,Flatscreen TV,1,300,04/10/19 16:05,"30 Jackson St, Boston, MA 02215",300.0
3862,3873,180272,Apple Airpods Headphones,1,150,04/06/19 20:26,"552 Forest St, Los Angeles, CA 90001",150.0
3863,3874,180273,34in Ultrawide Monitor,1,379.99,04/28/19 22:53,"129 River St, Atlanta, GA 30301",379.99
3864,3875,180274,Bose SoundSport Headphones,1,99.99,04/05/19 18:14,"194 North St, San Francisco, CA 94016",99.99
3865,3876,180275,AA Batteries (4-pack),1,3.84,04/21/19 17:03,"54 Madison St, New York City, NY 10001",3.84
3866,3877,180276,27in 4K Gaming Monitor,1,389.99,04/16/19 03:36,"186 South St, Seattle, WA 98101",389.99
3867,3878,180277,34in Ultrawide Monitor,1,379.99,04/28/19 00:19,"462 Elm St, Boston, MA 02215",379.99
3868,3879,180278,iPhone,1,700,04/10/19 10:23,"77 1st St, San Francisco, CA 94016",700.0
3869,3880,180279,AA Batteries (4-pack),1,3.84,04/25/19 18:22,"494 Cedar St, Portland, OR 97035",3.84
3870,3881,180280,Lightning Charging Cable,1,14.95,04/30/19 15:29,"183 Adams St, Los Angeles, CA 90001",14.95
3871,3882,180281,Lightning Charging Cable,1,14.95,04/09/19 09:47,"593 4th St, New York City, NY 10001",14.95
3872,3883,180282,34in Ultrawide Monitor,1,379.99,04/13/19 16:47,"368 Washington St, New York City, NY 10001",379.99
3873,3884,180283,Apple Airpods Headphones,1,150,04/25/19 11:26,"452 Pine St, New York City, NY 10001",150.0
3874,3885,180284,AA Batteries (4-pack),1,3.84,04/12/19 12:27,"56 Elm St, Seattle, WA 98101",3.84
3875,3886,180285,Lightning Charging Cable,1,14.95,04/02/19 13:03,"725 4th St, Boston, MA 02215",14.95
3876,3887,180286,AAA Batteries (4-pack),1,2.99,04/13/19 08:59,"467 Sunset St, New York City, NY 10001",2.99
3877,3888,180287,Apple Airpods Headphones,1,150,04/01/19 15:21,"480 11th St, Los Angeles, CA 90001",150.0
3878,3889,180288,USB-C Charging Cable,1,11.95,04/17/19 11:53,"331 Church St, San Francisco, CA 94016",11.95
